,employees,name,naf
222085,22,DIVISION NICE TERRITOIRES-NICE-CANNES AEROPORTS,84.11Z
222925,22,COMMISSARIAT DE RODEZ,84.24Z
223090,22,SOUS PREFECTURE D ARLES,84.11Z
223095,31,SOUS PREFECTURE ISTRES,84.11Z
223097,32,SOUS PREFECTURE D'AIX EN PROVENCE,84.11Z
223107,31,TRIBUNAL JUDICIAIRE,84.23Z
223234,22,SERVICE ADMINISTRATIF INTERREGIONAL JUDICIAIRE,84.23Z
223257,31,MA GRASSE,84.23Z
223258,31,MA NICE,84.23Z
223265,22,CD TARASCON,84.23Z
223266,41,CP AIX LUYNES,84.23Z
223268,22,CD SALON DE PROVENCE,84.23Z
223269,22,CP BORGO,84.23Z
223271,32,CP AVIGNON LE PONTET,84.23Z
223287,32,CP TOULON LA FARLEDE,84.23Z
223291,31,SCE PENITENT INSERTION PROBATION,84.23Z
223302,22,ANTENNE D AIX-SALON,84.23Z
223303,32,MA DRAGUIGNAN,84.23Z
223318,22,UEAT,88.99A
223322,22,UEMO CHUTES LAVIE,88.99A
223370,22,CRS 53,84.24Z
223371,22,CRS 54,84.24Z
223372,22,CRS 55,84.24Z
223373,22,CRS 6,84.24Z
223374,22,CRS 60,84.24Z
223375,32,CRS 59,84.24Z
223378,22,CRS 57,84.24Z
223379,22,CRS 56,84.24Z
223380,22,CRS 58,84.24Z
223381,32,CRS PYRENEES,84.24Z
223383,22,CRS 28,84.24Z
223384,31,CRS 29,84.24Z
223385,22,CRS 26,84.24Z
223386,22,CRS 27,84.24Z
223391,32,DDPAF DES PYRENEES ORIENTALES,84.24Z
223392,31,DDPAF DE NIMES,84.24Z
223395,32,DDPAF ALPES-MARITIMES,84.24Z
223398,22,DDPAF CORSE DU SUD,84.24Z
223403,22,SPAF SETE,84.24Z
224134,22,TRIBUNAL DE GRANDE INSTANCE TGI,84.23Z
224160,41,HOTEL DE POLICE,84.24Z
224744,22,DIRECTION PROTECTION CIVILE,84.11Z
225733,22,MA BESANCON,84.23Z
225737,22,MA DIJON,84.23Z
225747,31,CD JOUX-LA-VILLE,84.23Z
225749,22,CP VARENNES LE GRAND,84.23Z
225775,22,CD CHATEAUDUN,84.23Z
225776,22,CP CHATEAUROUX,84.23Z
225778,32,MC ST MAUR,84.23Z
225790,32,CP ORLEANS SARAN,84.23Z
225954,22,DIRECTION REGIONALE,84.11Z
226826,22,COMMISSARIAT,84.24Z
227653,32,POLICE URBAINE DU FINISTERE,84.24Z
227951,22,TRIBUNAL DE GRANDE INSTANCE,84.23Z
227963,22,TRIBUNAL GRANDE INSTANCE AVIGNON,84.23Z
228346,32,CD MURET,84.23Z
228348,31,CP LANNEMEZAN,84.23Z
228349,32,CP PERPIGNAN,84.23Z
228350,32,CP VILLENEUVE LES MAGUELONE,84.23Z
228352,31,MA NIMES,84.23Z
228379,32,CP TOULOUSE SEYSSES,84.23Z
228387,22,EPM LAVAUR,84.23Z
228391,32,CP BEZIERS,84.23Z
228440,42,COMMISSARIAT CENTRAL,84.24Z
229303,22,CD EYSSES,84.23Z
229306,22,CD MAUZAC,84.23Z
229308,22,MA ANGOULEME,84.23Z
229309,32,MC ST MARTIN DE RE,84.23Z
229314,22,CD NEUVIC SUR L'ISLE,84.23Z
229315,22,CD UZERCHE,84.23Z
229344,32,CP MONT DE MARSAN,84.23Z
229346,32,CP POITIERS VIVONNE,84.23Z
229355,32,CP BORDEAUX GRADIGNAN,84.23Z
229427,22,CRS 17,84.24Z
229428,22,CRS 19,84.24Z
229429,22,CRS 22,84.24Z
229435,22,CRS 25,84.24Z
229436,22,CRS 24,84.24Z
229438,22,CRS 18,84.24Z
229439,22,CRS 20,84.24Z
229453,32,DDPAF 64 - CCPD HENDAYE,84.24Z
229456,32,DDPAF HAUTE GARONNE,84.24Z
230702,32,TRIBUNAL JUDICIAIRE DE NANTES,84.23Z
230780,41,CP NANTES,84.23Z
230785,41,CP RENNES,84.23Z
230786,22,CP CAEN,84.23Z
230787,22,MA CAEN,84.23Z
230789,22,MA ANGERS,84.23Z
230793,22,CD ARGENTAN,84.23Z
230810,22,EPM ORVAULT,84.23Z
230817,22,MA LE MANS CROISETTES,84.23Z
230821,32,CP ALENCON CONDE-SUR-SARTHE,84.23Z
230823,22,SERVICE PENITENTIAIRE D'INSERTION ET DE PROBATION,84.23Z
230828,32,CP LE HAVRE,84.23Z
230830,31,MA ROUEN,84.23Z
230833,22,SPIP 29 SIEGE,84.23Z
230837,32,CD VAL DE REUIL,84.23Z
230861,31,STEMO RENNES,88.99A
230876,22,CRS 13,84.24Z
230877,22,CRS 10,84.24Z
230881,22,CRS 31 ROUEN USG,84.24Z
230882,22,CRS 32 LE HAVRE USG,84.24Z
230883,22,CRS 41 TOURS USG,84.24Z
230884,22,CRS 51 ORLEANS USG,84.24Z
230885,22,CRS 52 SANCERRE USG,84.24Z
231092,22,BRIGADE D INTERVENTION DES DOUANES,84.11Z
231144,22,SERVICE TRAITEMENT INFORMATION,84.12Z
231713,22,TRIBUNAL D INSTANCE VALENCE,84.23Z
232554,31,PREFECTURE DE DEPARTEMENT LOIRE,84.11Z
232707,22,CIRCONSCRIPTION 1ER DEGRE IEN,84.12Z
233118,22,BRIGADE SURVEILLANCE,84.11Z
233164,22,SERVICE TECHNIQUE,84.11Z
233446,22,TRIBUNAL JUDICIAIRE DE TOURS,84.23Z
234026,22,COMMISSARIAT DE POLICE AGEN,84.24Z
234761,22,TRIBUNAL JUDICIAIRE DE REIMS,84.23Z
234763,22,TRIBUNAL JUDICIAIRE DE CHALONS-EN-CHAMPAGNE,84.23Z
234764,22,TRIBUNAL JUDICIAIRE DE TROYES,84.23Z
235442,32,INSPECTION ACADEMIQUE DE LA MAYENNE,84.12Z
236345,41,SERVICES DEPARTEMENTAUX EDUCATION NATIONALE MORBIH,84.12Z
236411,22,TRIBUNAL JUDICIAIRE DE METZ,84.23Z
236504,31,CRS N¿ 39NANCY,84.24Z
236507,22,CRS N¿ 35 TROYES,84.24Z
236508,22,CRS N¿ 33 REIMS,84.24Z
236509,22,CRS N¿ 23 CHARLEVILLE MEZIERES,84.24Z
236510,31,CRS N¿37 STRASBOURG,84.24Z
236511,22,CRS N¿ 38 MULHOUSE,84.24Z
236514,22,CRS N¿40 DIJON,84.24Z
236515,22,CRS N¿ 43 CHALON SUR SAONE,84.24Z
236516,22,CRS N¿ 44 JOIGNY,84.24Z
237274,22,MA BETHUNE,84.23Z
237276,22,MA VALENCIENNES,84.23Z
237278,22,MA DOUAI,84.23Z
237284,31,MA AMIENS,84.23Z
237295,31,CD BAPAUME,84.23Z
237296,22,CP MAUBEUGE,84.23Z
237297,31,CP LONGUENESSE,84.23Z
237298,31,CP LAON,84.23Z
237337,32,CP LIANCOURT,84.13Z
237339,41,CP LILLE LOOS SEQUEDIN,84.23Z
237354,32,CP LILLE ANNOEULLIN,84.23Z
237361,32,CP VENDIN LE VIEIL,84.23Z
237362,32,CP BEAUVAIS,84.23Z
237432,32,COMMISSARIAT CENTRAL DE DOUAI,84.24Z
237503,22,COMMISSARIAT CIRCONSCRIPTION,84.24Z
237504,32,STAND DE TIR,84.24Z
237513,22,UNITE DE CRS N 11 LAMBERSART,84.24Z
237514,22,UNITE DE CRS N 12 LAMBERSART,84.24Z
237515,22,UNITE DE CRS N 15 BETHUNE,84.24Z
237516,31,UNITE DE CRS N 16 ST OMER,84.24Z
237517,22,CRS 21,84.24Z
237525,32,SPAF DE CALAIS PORT,84.24Z
237545,32,DIRECTION ZONALE PAF,84.24Z
237967,22,BRIGADE TOURIST SURV BOUL PORT,84.11Z
237978,32,BUREAU DE DOUANE DE CALAIS,84.11Z
238278,51,DIRECTION SERVICES DEPARTEMENTAUX EDUCATION NAT,84.12Z
238504,22,COMMISSARIAT DE COMPIEGNE,84.24Z
239442,22,TRIBUNAL JUDICIAIRE DE CLERMONT-FERRAND,84.23Z
240566,22,MC ENSISHEIM,84.23Z
240567,31,MA MULHOUSE,84.23Z
240568,22,CD OERMINGEN,84.23Z
240569,32,CP METZ,84.23Z
240574,22,CD ECROUVES,84.23Z
240577,31,CD TOUL,84.23Z
240580,32,MA STRASBOURG,84.23Z
240581,22,CD MONTMEDY,84.23Z
240582,22,MA EPINAL,84.23Z
240583,22,CD SAINT-MIHIEL,84.23Z
240616,32,MAISON D'ARRET DE NANCY-MAXEVILLE,84.23Z
240624,22,MA CHALONS EN CHAMPAGNE,84.23Z
240627,22,MC CLAIRVAUX,84.23Z
240629,22,MA TROYES,84.23Z
240630,22,CD VILLENAUXE LA GRANDE,84.23Z
241205,22,COMMISSARIAT CENTRAL DE POLICE,84.24Z
241474,22,TRIBUNAL JUDICIAIRE DE SAINT-ETIENNE,84.23Z
241490,42,TRIBUNAL JUDICIAIRE DE LYON,84.23Z
241491,31,CONSEIL DES PRUD' HOMMES DE LYON,84.23Z
241541,22,TRIBUNAL JUDICIAIRE DE BOURG-EN-BRESSE,84.23Z
241552,22,MA BONNEVILLE,84.23Z
241568,31,CP VILLEFRANCHE SUR SAONE,84.23Z
241569,32,CP ST QUENTIN FALLAVIER,84.23Z
241570,22,CD AITON,84.23Z
241595,32,SCE PENITENTIAIRE INSERT PROBATION,84.23Z
241597,32,CD ROANNE,84.23Z
241598,32,MA LYON CORBAS,84.23Z
241599,32,CP BOURG EN BRESSE,84.23Z
241600,32,SCE PENITENTIAIRE INSERTION PROBAT,84.23Z
241604,32,CP RIOM,84.23Z
241606,22,SPIP DU RHONE - ALIP DE LYON,84.23Z
241652,22,FORT MONTLUC,84.24Z
241660,22,DR RENSEIGNEMENTS GENERAUX RHONE ALPES,84.24Z
241672,32,COMMISSARIAT POLICE 3EME & 6EME ARRONDIS,84.24Z
241674,22,COMMISSARIAT DU 2EME ARRONDISSEMENT,84.24Z
241697,32,CRS 47,84.24Z
241698,22,CRS 46,84.24Z
241699,22,CRS 34,84.24Z
241700,32,CRS 45,84.24Z
241702,22,CRS 49,84.24Z
241703,31,CRS 50,84.24Z
241716,22,CRS 48,84.24Z
241718,22,PAF DE MODANE,84.24Z
241723,32,DDPAF DU RHONE,84.24Z
242026,22,BRIGADE TOURISTIQUE SURVEILLANCE,84.11Z
242187,22,UD DE L'ARCHITECTURE ET DU PATRIMOINE DU RHONE,84.12Z
243716,22,TRIBUNAL JUDICIAIRE ANNEXE,84.23Z
243721,51,TRIBUNAL DE PARIS,84.23Z
243753,32,PREFECTURE POLICE P J,84.24Z
243754,22,MINISTERE DE L INTERIEUR,84.24Z
243781,22,SERVICES DIVERS,84.24Z
243799,22,ANNEXE DU LABORATOIRE CENTRAL,71.20B
243800,51,DON DEPART RENSEIG GENERAUX,84.24Z
243808,51,DP RENSEIGNEMENTS GENERAUX,84.24Z
243824,22,POSTE CDT DIR PREVENT PROTEC C,84.25Z
243840,51,DD DES RENSEIGNTS GAUX,84.24Z
243845,22,LCPP LABORATOIRE CENTRAL PREF DE POLICE,71.20B
243869,22,BSPP - GSS - 32 COMPAGNIE,84.25Z
243960,41,S.D.P.J,84.24Z
243983,22,BUR SECOURS-ADMIS NANTERRE,84.24Z
244447,51,AUTRES SERVICES RECTORAT PARIS-SORBONNE,84.12Z
244454,51,S.I.E.C.,84.12Z
245055,22,BUREAU DE POLICE DE DARNETAL,84.24Z
245576,32,UEMO TORCY,88.99A
245621,31,COMMISSARIAT DE MELUN,84.24Z
246030,31,SERVICE ORDRE PUBLIC SR,84.24Z
246032,32,CSP ELANCOURT,84.24Z
246034,22,CSP SARTROUVILLE,84.24Z
246038,22,CSP LES MUREAUX,84.24Z
246040,31,CSP ST GERMAIN EN LAYE,84.24Z
246047,41,CSP VERSAILLES,84.24Z
246051,22,CSP PLAISIR,84.24Z
246052,22,CSP DE MANTES LA JOLIE,84.24Z
246054,32,CSP DE CONFLANS SAINTE HONORINE,84.24Z
246057,31,POLICE JUDICIAIRE,84.24Z
246059,22,ANTENNE DE POLICE JUDICIAIRE,84.24Z
246060,41,CRS 1,84.24Z
246061,22,COMPAGNIE REPUBLICAINE SECURITE 3,84.24Z
246062,22,COMPAGNIE REPUBLICAINE SECURITE 8,84.24Z
246063,31,COMPAGNIE REPUBLICAINE SECURITE 7,84.24Z
246064,32,COMPAGNIE REPUBLICAINE SECURITE 5,84.24Z
246065,22,COMPAGNIE REPUBLICAINE SECURITE 2,84.24Z
246066,31,COMPAGNIE REPUBLICAINE SECURITE 4,84.24Z
246068,22,CRS AUTOROUTIERE NORD ILE-DE-FRANCE,84.24Z
246070,22,CRS AUTOROUTIERE EST ILE DE FRANCE,84.24Z
246071,22,CRS AUTOROUTIERE OUEST ILE DE FRANCE,84.24Z
246351,42,DSDEN 78,84.12Z
247291,22,SOUS-PREFECTURE,84.11Z
247296,41,DDRG DU VAR,84.24Z
247538,32,D.D.S.P.,84.24Z
248357,31,SECTION TECHNIQUE DECONCENTREE,84.11Z
249071,32,CD LE PORT,84.23Z
249073,32,CP BAIE MAHAULT,84.23Z
249074,32,CP DUCOS,84.23Z
249075,32,CP REMIRE MONTJOLY,84.23Z
249091,32,CP ST DENIS,84.23Z
249142,22,COMMISSARIAT D'ETAMPES,84.24Z
249144,22,COMMISSARIAT DE MASSY,84.24Z
249145,22,COMMISSARIAT SAINTE GENEVIEVE DES BOIS,84.24Z
249146,31,COMMISSARIAT DE JUVISY-SUR-ORGE,84.24Z
249148,22,COMMISSARIAT DE PALAISEAU,84.24Z
249149,22,COMMISSARIAT DE CORBEIL,84.24Z
249150,22,COMMISSARIAT DE DRAVEIL,84.24Z
249457,41,COMMISARIAT DE POLICE,84.24Z
249758,32,SERVICE EDUCATIF AUPRES DU TRIBUNAL,88.99A
249761,22,UNITE EDUCATIVE EN MILIEU OUVERT,88.99A
250048,31,CIRC 1ER DEGRE IEN BOBIGNY IENA,84.12Z
250080,32,CP BOIS D'ARCY,84.23Z
250082,32,CD POISSY,84.23Z
250083,42,MA FLEURY MEROGIS,84.23Z
250085,42,CP FRESNES,84.23Z
250096,31,CD MELUN,84.23Z
250102,32,CP PARIS LA SANTE,84.23Z
250106,32,MA OSNY,84.23Z
250107,32,CP NANTERRE,84.23Z
250120,22,SCE PENITENTIAIRE INSERTION PROBATION,84.23Z
250139,32,CP SUD FRANCILIEN,84.23Z
250319,31,DIVISION AEROPORTS SUD,84.11Z
250355,22,INSP DEP EDUCA NAT 14 E CIRCONSCRIPTION,84.12Z
250452,22,COMMISSARIAT DE POLICE ENGHIEN LES BAINS,84.24Z
250456,32,COMMISSARIAT DE POLICE DE SARCELLES,84.24Z
250462,22,HOTEL DE POLICE DE GONESSE,84.24Z
250464,32,HOTEL DE POLICE D'ARGENTEUL,84.24Z
250466,31,COMMISSARIAT DE POLICE D'ERMONT,84.24Z
250469,41,DPAF ORLY SUD,84.24Z
250593,42,SERVICE DEPARTEMENTALE DE L'EDUCATION NATIONALE,84.12Z
250744,22,T.G.I. DE POINTE-A-PITRE,84.23Z
250965,22,DIRPAF ANTILLES-GUYANE,84.24Z
250967,22,DDPAF GUADELOUPE,84.24Z
251300,22,TRIBUNAL JUDICIAIRE DE SAINT-PIERRE,84.23Z
251350,22,COMMISARIAT DE POLICE DU PORT,84.24Z
251351,22,COMMISARIAT DE POLICE DE ST ANDRE,84.24Z
251352,22,COMMISARIAT DE POLICE DU CHAUDRON,84.24Z
251353,22,HOTEL DE POLICE DE SAINT PIERRE,84.24Z
251908,22,MAIS EDUC LEGION HONNEUR LYCEE,85.31Z
251909,22,MAIS EDUC LEGION HONNEUR COLLEGE,85.31Z
251968,22,CENTRE IRD D'ILE DE FRANCE,72.20Z
251994,22,AGENCE POUR L'ENSEIGNEMENT FRANCAIS A L'ETRANGER,84.21Z
252418,22,DELEGATION ILE DE FRANCE,85.59A
252502,22,INSTITUT NATIONAL DES ETUDES TERRITORIALES,85.59A
252544,32,CDC ETABLISSEMENT D'ANGERS,64.19Z
252574,42,ETABLISSEMENT DE BORDEAUX,64.19Z
252611,41,CDC IMMEUBLE AUSTERLITZ 1,64.19Z
252631,41,CDC IMMEUBLE AUSTERLITZ 2,64.19Z
252637,22,SERVICES CENTRAUX,64.19Z
252644,32,CAISSE DES DEPOTS,64.19Z
252649,22,CDC IMMEUBLE AUSTERLITZ 4,64.19Z
252652,32,CDC DR PAYS-DE-LOIRE - ANGERS,64.19Z
252856,22,ACOSS TOULOUSE,84.30A
252857,22,ACOSS LYON,84.30A
252860,22,ACOSS BIOT,84.30A
252861,22,ACOSS VALBONNE,84.30A
252971,22,SCE MEDICAL LOIRE ATLANTIQUE NANTES,84.30A
252985,22,SERVICE MEDICAL DRSM PACA-CORSE,84.30A
252989,22,DRSM DIRECTION REG. DU SERVICE MEDICAL,84.30A
253007,22,DRSM AUVERGNE RHONE-ALPES,84.30A
253014,22,SCE MEDICAL HERAULT MONTPELLIER,84.30A
253066,22,SERVICE MEDICAL REGION ILE DE FRANCE,84.30A
253123,22,CNAM SITE DE GRENOBLE,84.30A
253159,22,SERVICE MEDICAL DE HAUTE-GARONNE/TOULOUSE,84.30A
253167,22,ER67-ERSM STRASBOURG,84.30A
253172,22,CNAM SITE D'ANGERS,84.30A
253176,22,CNAM SITE DE LYON,84.30A
253345,22,SITE CNAF CAEN,84.30C
253358,22,CNAF SITE DE LYON,84.30C
253380,22,INSERM UNITES 480 512,72.19Z
253383,22,U145 526/68/97 627/34/38/70 721 E21,72.19Z
253385,22,INSERM UMR 599  IFR 137,72.19Z
253386,22,INSERM UNITES 377 422 459 524 ADR7,72.19Z
253396,22,INSERM UNITES 398 424,72.19Z
253401,22,INSERM UNITES 106 289 302 360 495 523,72.19Z
253406,32,UNITES 245 339 354 417 482 515,72.19Z
253413,31,U.21 149 170 178 258 268 472 504 506...,72.19Z
253414,31,INSERM UNITES 173 383 393 423 429 530,72.19Z
253423,32,INSERM DR PARIS 5,72.19Z
253443,32,INSERM UNITES 259 378 394 471 ADR9,72.19Z
253459,22,INSERM UNITES 337 356 396 465 505,72.19Z
253469,22,INSERM UNITES 372 382,72.19Z
253485,41,DELEGATION REGIONALE OCCITANIE PYRENEES,72.19Z
253486,31,INSERM UNITES 419 463,72.19Z
253494,22,INSERM UNITE 13,72.19Z
253511,31,INSERM ERM 0206 UMR 29 600 624 631,72.19Z
253515,22,INSERM UNITES 167 325 416 447 508,72.19Z
253518,22,INSERM UNITE 453,72.19Z
253528,22,INSERM UNITES 244 ET 366,72.19Z
253541,22,INSERM UNITE 435,72.19Z
253557,22,INSERM UNITE 414,72.19Z
253567,22,DELEGATION REGIONALE AUVERGNE-RHONE-ALPES,72.19Z
253575,22,INSERM UNITE 606 OS ARTICULATIONS,72.19Z
253579,32,INSERM UNITE 475 ADR8,72.19Z
253580,22,DELEGATION REGIONALE PARIS-IDF CENTRE-EST,72.19Z
253620,22,ESAT LES ATELIERS DE CHAGRENON,88.10C
253627,22,ESAT CEDAITRA,88.10C
256224,32,DIRECTION TERRITORIALE NOUVELLE-AQUITAINE,85.60Z
256407,22,GRANDE GALERIE DU MUSEUM,91.03Z
256423,32,HOTEL BETHUNE-SULLY,91.03Z
256576,42,CNAC G POMPIDOU,91.03Z
256652,22,ANFR,84.13Z
256723,41,METEO FRANCE - METEOPOLE,72.19Z
256725,22,STATION METEOROLOGIQUE DE FRANCAZAL,84.13Z
256893,32,DIRECTION GENERALE,84.13Z
256996,22,ECOLE NATIONALE SCIENCES GEOGRAPHIQUES,85.42Z
257286,22,CTR RECHERCHES COLMAR,72.19Z
257289,41,CENTRE DE RECHERCHES DE JOUY,72.19Z
257291,32,GROUPE LABORATOIRES RECHERCHES,72.19Z
257292,32,CENTRE DE RECHERCHES DE VERSAILLES,72.19Z
257306,32,STATION-INSTALLATION DU RHEU,72.19Z
257307,22,STATION INSTALL EXPERIMENTALE,72.19Z
257309,31,CENTRE RECHERCHES DE RENNES,72.19Z
257321,31,CENTRE DE RECHERCHE DE NANTES,72.19Z
257322,22,CENTRE DE RECHERCHES NANCY,72.19Z
257324,32,CENTRE DE RECHERCHE PACA,72.19Z
257326,32,CENTRE DE RECHERCHE DE DIJON,72.19Z
257337,22,CENTRE RECHERCHES ORLEANS,72.19Z
257340,41,CENTRE RECHERCHE TOURS,72.19Z
257350,41,CENTRE RECHERCHES MONTPELLIER,72.19Z
257353,22,STATION AMELIORATION PLANTES FOURRAGERES,72.19Z
257355,22,LABO RECHERCHE ADD ALIMENTAIRE,72.19Z
257356,41,CENTRE RECHERCHE DE TOULOUSE,72.19Z
257360,22,DOMAINE DE L HERMITAGE,72.19Z
257365,32,DOMAINE DE LA GRANDE FERRADE,72.19Z
257384,32,INST NAL AGRONOMIQUE PARIS GRIGNON,72.19Z
257400,32,CENTRE RECHERCHE D'AUVERGNE-RHONE-ALPES,72.19Z
257403,22,CENT RECH AGRO ANTILLES -GUYANNE,72.19Z
257409,31,UNITE RECHERCHE VIGNE ET VIN,72.19Z
257451,22,CENTRE DE RECHERCHE DE SOPHIA-ANTIPOLIS,72.19Z
257491,22,CENTRE DE GRENOBLE,72.19Z
257493,22,CENTRE D'AIX EN PROVENCE,72.19Z
257495,22,CENTRE DE MONTPELLIER,72.19Z
257496,22,CENTRE DE BORDEAUX,72.19Z
257499,22,CENTRE D'ANTONY,72.19Z
257500,22,CENTRE DE LYON VILLEURBANNE,72.19Z
258148,22,INPI NORD-PAS-DE-CALAIS,84.13Z
258184,42,CNRS MOY1000 ALSACE,72.19Z
258190,42,CNRS MOY500 ILE-DE-FRANCE MEUDON,72.20Z
258203,51,CNRS MOY1100 ALPES,72.20Z
258204,51,CNRS MOY1300 OCCITANIE EST,72.20Z
258221,51,CNRS MOY400 ILE-DE-FRANCE GIF-SUR-YVETTE,72.20Z
258223,51,CNRS MOY700 RHONE AUVERGNE,72.20Z
258224,51,CNRS MOY1400 OCCITANIE OUEST,72.20Z
258323,41,CNRS MOY2000 COTE D'AZUR,72.20Z
258327,51,CNRS MOY1200 PROVENCE CORSE,72.19Z
258399,42,CNRS MOY 1500 AQUITAINE,72.20Z
258482,51,CNRS MOY200 PARIS-CENTRE,72.20Z
258526,42,CNRS MOY1601 PRESIDENCE,72.19Z
258543,41,CNRS MOY1800 HAUTS-DE-FRANCE,72.20Z
258551,41,CNRS MOY1900 NORMANDIE,72.19Z
258553,41,CNRS MOY600 CENTRE EST,72.19Z
258819,41,CNRS MOY1700 BRETAGNE PAYS DE LA LOIRE,72.20Z
258901,31,CNRS UMR3589 GAME,72.19Z
258930,22,CNRS UMR6174 FEMTO - ST,72.19Z
258935,51,CNRS MOY100 ILE-DE-FRANCE VILLEJUIF,72.20Z
259160,32,INRIA SIEGE,72.19Z
259161,32,CTRE RECHERCHE INRIA RENNES BRET,72.19Z
259163,32,CTRE RECHERCHE SOPHIA-ANTIPOLIS,72.19Z
259164,22,CTRE RECHERCH INRIA NANCY-GRAND EST,72.19Z
259166,32,CTRE RECHERCHE GRENOBLE RHONE-ALPES,72.19Z
259169,22,CTRE RECHERCHE LILLE-NORD EUROPE,72.19Z
259172,32,CENTRE DE RECHERCHE SACLAY-ILE-DE-FRANCE,72.19Z
259173,31,CTRE RECHERCHE BORDEAUX SUD-OUEST,72.19Z
259174,32,CENTRE DE RECHERCHE INRIA DE PARIS,72.19Z
259365,22,DIRECTION RESSOURCES HUMAINES,88.99B
259566,42,TELECOM PARIS,85.42Z
259569,31,TELECOM SUDPARIS,85.42Z
259570,22,INSTITUT MINES-TELECOM BUSINESS SCHOOL,85.42Z
259571,32,SCES COMMUNS IMT BUSINESS SCHOOL TELECOM SUD PARIS,85.42Z
259572,22,DIRECTION GENERALE,85.42Z
259573,32,ECOLE NATIONALE SUPERIEURE DES MINES ALBI-CARMAUX,85.42Z
259574,32,ECOLE NATIONALE SUPERIEURE DES MINES SAINT ETIENNE,85.42Z
259575,32,ECOLE NATIONALE SUPERIEURE DES MINES D'ALES,85.42Z
259576,41,IMT ATLANTIQUE - BRETAGNE - PAYS DE LA LOIRE,85.42Z
259577,41,IMT NORD EUROPE,85.42Z
259578,22,ECOLE NAT SUP MINES ST ETIENNE-SITE GARDANNE,85.42Z
259719,32,DIRECTION INTERREGIONALE GRAND OUEST,72.20Z
259721,22,DIRECTION INTERREGIONALE RHONE ALPES AUVERGNE,72.20Z
259722,31,DIRECTION INTERREGIONALE GRAND EST NORD,72.20Z
259724,32,DIRECTION INTERREGIONALE MEDITERRANEE,72.20Z
259729,22,DIRECTION INTERREGIONALE EST-SUD,72.20Z
259732,22,DIRECTION INTERREGIONALE GRAND SUD OUEST,72.20Z
259733,32,DIRECTION INTERREGIONALE CENTRE ILE DE FRANCE,72.20Z
259736,31,DIRECTION INTERREGIONALE DE NORD PICARDIE,72.20Z
259825,32,ENSOSP AIX EN PROVENCE,85.41Z
259830,22,CENTRE DE GESTION,84.30C
260257,22,CENTRE FORMATION APPRENTISSAGE,85.32Z
260301,22,CCIT NICE COTE D'AZUR,94.11Z
260302,22,CCI METROPOLITAINE AIX-MARSEILLE PROVENCE,84.11Z
260314,22,CAMPUS,85.32Z
260341,22,CCIMP,94.11Z
260689,22,CTR FORMATION APPRENTIS CM,85.32Z
260882,32,CFA DE L EDUCATION NATIONALE EN BOURGOGNE,85.32Z
261084,42,CENTRE FORMATION APPRENTIS PUBLIC,85.32Z
261364,22,CTRE DE FORMATION D'APPRENTIS,85.32Z
261398,31,CROUS TOULOUSE,88.99B
261473,22,ANTENNE D'AMIENS,84.11Z
261563,22,SERVICES ADMINISTRATIFS,88.99B
261934,41,CRA DE BRETAGNE,94.11Z
262015,31,CCIT ILLE ET VILAINE-FACULTE DES METIERS,85.59A
262022,22,CCIMBO-IFAC CAMPUS DES METIERS,85.32Z
262081,22,INSTITUT FORMATION ARTISANAT IFA,85.59A
262143,22,CTRE DE FORMATION D APPRENTIS,85.59A
262383,22,CCIT NANTES SAINT-NAZAIRE,94.11Z
262391,22,ETS FORMATION ANGERS,85.59A
262392,22,ETS FORMATION CHOLET,85.59A
262400,22,CENTRE DE FORMATION I,85.32Z
262641,22,CTR FORMATION APPRENTIS,85.32Z
262655,22,CCIT DE L'INDRE,94.11Z
262871,22,CENTRE DE  FORMATION D'APPRENTIS,85.31Z
264205,22,CROUS,88.99B
264988,22,COLLEGE,85.31Z
265476,32,CFA ACADEMIQUE DE L'ACADEMIE DE STRASBOURG,85.32Z
265699,22,COLLEGE SAINT ANDRE,85.31Z
265960,22,0134W,88.99B
266584,31,INSTITUT NAT JEUNES AVEUGLES,88.91B
266601,41,SAMU SOCIAL,87.90B
267159,41,CFA V3A,85.32Z
267180,22,CAMPUS DES METIERS DE NIORT,85.32Z
267600,41,CENTRE FORMATION APPRENTIS ACADEMIQUE,85.32Z
267672,32,CFA ACADEMIQUE DU LIMOUSIN,85.32Z
267812,22,CAMPUS METIERS ET  ENTREPRISE,85.59A
267951,41,CENTRE DE FORMATION D'APPRENTIS ACADEMIQUE,85.32Z
268167,22,CCI REUNION-POLE FORMATION NORD,85.59A
268216,22,GRETA DE L'AIN,85.59A
268252,22,LEGTA LYCEE AGRICOLE AGROALIMENTAIRE DES SARDIERES,85.32Z
268342,32,GRETA AISNE,85.59A
268505,22,LGT,85.31Z
268506,22,LP,85.32Z
268539,32,GRETA-CFA ALPES PROVENCE,85.59A
268598,32,GRETA TOURISME HOTELIER,85.59A
268624,32,GRETA COTE D'AZUR,85.59A
268660,31,SCES CENTRAUX NICE,85.42Z
268662,32,UFR DE MEDECINE,85.42Z
268668,32,UFR LETTRES SCIENCES HUMAINES,85.42Z
268671,22,UFR INSTITUT UNIV TECHNOLOGIE,85.42Z
268677,41,UFR SCIENCES,85.42Z
268697,22,UFR SC JUR ECO GESTION,85.42Z
268701,22,ECOLE POLYTECHNIQUE UNIV EPU,85.42Z
268730,22,CLG D.,85.31Z
